locality,Price,Number_bedrooms,Living_area
196851.54128440368,149000,3.0,90.0
286821.0424710425,149000,2.0,98.0
286821.0424710425,159000,1.0,60.0
196851.54128440368,167000,3.0,87.0
285987.5,169500,2.0,80.0
286821.0424710425,179000,2.0,80.0
208431.0344827586,189000,3.0,97.0
203566.66666666666,190000,2.0,104.0
286821.0424710425,210000,3.0,108.0
226600.0,210000,2.0,69.0
279333.3333333333,229000,2.0,100.0
189000.0,229000,2.0,98.0
271210.71428571426,159000,2.0,84.0
286821.0424710425,162500,1.0,63.0
286821.0424710425,165000,2.0,78.0
286821.0424710425,169000,1.0,68.0
286821.0424710425,169000,1.0,67.0
196851.54128440368,169000,2.0,70.0
245350.0,169000,2.0,70.0
196851.54128440368,170000,2.0,90.0
203566.66666666666,175000,1.0,52.0
286821.0424710425,179000,2.0,90.0
286821.0424710425,199000,3.0,85.0
196851.54128440368,225000,3.0,105.0
208431.0344827586,255000,3.0,100.0
286821.0424710425,259000,2.0,113.0
286821.0424710425,259000,2.0,80.0
208431.0344827586,265000,2.0,97.0
243750.0,285000,3.0,100.0
286821.0424710425,395000,3.0,130.0
286821.0424710425,395000,3.0,194.0
286821.0424710425,495000,5.0,260.0
161541.66666666666,169000,2.0,83.0
233071.42857142858,149500,3.0,195.0
687584.7486187845,450000,2.0,79.0
447477.0114942529,450000,2.0,79.0
359055.0,450000,2.0,133.0
390478.102189781,475000,3.0,160.0
281307.14666666667,475000,3.0,122.0
392298.5436893204,475000,2.0,117.0
491928.10967741936,480000,1.0,77.0
504465.6779661017,480000,2.0,107.0
491928.10967741936,490000,1.0,79.0
491928.10967741936,500000,1.0,79.0
504465.6779661017,535000,2.0,110.0
390478.102189781,590000,2.0,170.0
390478.102189781,625000,3.0,179.0
491928.10967741936,645000,2.0,108.0
537942.0807799443,645000,3.0,134.0
504465.6779661017,650000,3.0,150.0
241095.65217391305,219000,1.0,70.0
304387.9318885449,335000,1.0,79.0
491928.10967741936,340000,2.0,105.0
281307.14666666667,345000,1.0,74.0
244053.6231884058,350000,2.0,102.0
281307.14666666667,370000,2.0,87.0
447477.0114942529,511500,2.0,102.0
447477.0114942529,531500,2.0,104.0
537942.0807799443,540000,3.0,123.0
344667.85714285716,155000,2.0,103.0
314975.0,155000,2.0,94.0
196851.54128440368,145000,1.0,68.0
220661.46153846153,159000,3.0,97.0
286821.0424710425,166000,1.0,62.0
245102.125,205000,2.0,85.0
249925.0,230000,2.0,85.0
248214.2857142857,240000,2.0,102.0
248214.2857142857,250000,2.0,102.0
314975.0,349000,2.0,109.0
286821.0424710425,390000,3.0,150.0
286821.0424710425,620000,2.0,120.0
286821.0424710425,199000,1.0,71.0
190083.33333333334,226250,2.0,99.0
196553.95238095237,179000,2.0,93.0
141400.0,95000,1.0,28.0
196851.54128440368,155000,2.0,90.0
286821.0424710425,180000,2.0,86.0
188311.92857142858,185000,2.0,117.0
286821.0424710425,190000,2.0,88.0
273842.5,329000,2.0,96.0
537942.0807799443,455000,2.0,83.0
491928.10967741936,315000,2.0,72.0
348071.1538461539,293900,1.0,73.0
314975.0,325000,2.0,99.0
348071.1538461539,388300,2.0,98.0
348071.1538461539,403100,3.0,109.0
188311.92857142858,129000,1.0,47.0
196851.54128440368,145000,2.0,80.0
286821.0424710425,150000,2.0,78.0
344667.85714285716,165000,2.0,67.0
286821.0424710425,169000,2.0,80.0
196851.54128440368,175000,2.0,96.0
286821.0424710425,179000,3.0,95.0
196851.54128440368,179000,3.0,95.0
286821.0424710425,184000,2.0,80.0
286821.0424710425,199000,2.0,79.0
161541.66666666666,199000,2.0,63.0
196851.54128440368,199500,2.0,94.0
196851.54128440368,202500,3.0,112.0
286821.0424710425,220000,3.0,119.0
208431.0344827586,220000,1.0,70.0
234556.125,279000,3.0,224.0
196851.54128440368,440000,3.0,215.0
297273.3333333333,266163,2.0,110.0
297273.3333333333,279188,2.0,110.0
229100.0,149000,3.0,171.0
196851.54128440368,155000,2.0,88.0
196851.54128440368,155000,2.0,82.0
196851.54128440368,159000,2.0,88.0
196851.54128440368,169000,3.0,99.0
196851.54128440368,195000,2.0,108.0
203566.66666666666,205000,2.0,112.0
233071.42857142858,225000,3.0,120.0
196851.54128440368,235000,3.0,110.0
204500.0,249000,2.0,104.0
286821.0424710425,259000,3.0,117.0
208431.0344827586,262500,2.0,93.0
208431.0344827586,284500,3.0,106.0
286821.0424710425,495000,5.0,250.0
203566.66666666666,155000,2.0,67.0
286821.0424710425,259000,2.0,90.0
233071.42857142858,109500,2.0,142.0
229100.0,232750,2.0,94.0
286821.0424710425,239000,2.0,86.0
244000.0,239000,3.0,121.0
229100.0,243750,2.0,100.0
245102.125,275000,2.0,100.0
208431.0344827586,285000,3.0,165.0
392298.5436893204,275000,1.0,64.0
687584.7486187845,285000,2.0,79.0
687584.7486187845,285000,1.0,65.0
304387.9318885449,299000,2.0,84.0
245274.20846905536,299000,2.0,83.0
392298.5436893204,310000,2.0,83.0
359055.0,319000,2.0,75.0
687584.7486187845,325000,1.0,82.0
270591.8163265306,329000,3.0,120.0
687584.7486187845,335000,2.0,109.0
244053.6231884058,349000,1.0,70.0
273842.5,349000,3.0,100.0
491928.10967741936,350000,3.0,150.0
273842.5,350000,3.0,150.0
537942.0807799443,360000,2.0,96.0
281307.14666666667,365000,2.0,80.0
537942.0807799443,370000,1.0,75.0
687584.7486187845,380000,1.0,70.0
392298.5436893204,380000,3.0,110.0
537942.0807799443,390000,3.0,110.0
392298.5436893204,395000,2.0,87.0
491928.10967741936,400000,2.0,131.0
687584.7486187845,400000,2.0,98.0
687584.7486187845,425000,2.0,93.0
309286.3413654618,428000,2.0,98.0
491928.10967741936,435000,2.0,101.0
687584.7486187845,440000,2.0,111.0
537942.0807799443,450000,2.0,90.0
447477.0114942529,459000,2.0,156.0
687584.7486187845,465000,2.0,114.0
244053.6231884058,495000,3.0,125.0
537942.0807799443,495000,3.0,135.0
491928.10967741936,505000,3.0,131.0
504465.6779661017,520000,2.0,95.0
392298.5436893204,525000,3.0,141.0
491928.10967741936,530000,3.0,131.0
687584.7486187845,545000,2.0,126.0
687584.7486187845,580000,3.0,120.0
271210.71428571426,255500,2.0,88.0
271210.71428571426,258500,2.0,82.0
271210.71428571426,270500,2.0,89.0
271210.71428571426,273500,2.0,90.0
271210.71428571426,281500,2.0,97.0
271210.71428571426,288500,2.0,109.0
271210.71428571426,318500,3.0,124.0
245350.0,119000,1.0,52.0
229100.0,258500,2.0,96.0
229100.0,260500,2.0,99.0
286821.0424710425,349000,3.0,160.0
229100.0,269500,3.0,102.0
271210.71428571426,326500,3.0,118.0
687584.7486187845,460000,2.0,103.0
687584.7486187845,485000,1.0,82.0
294800.8064516129,495000,3.0,165.0
504465.6779661017,530000,2.0,115.0
394213.11475409835,550000,3.0,165.0
504465.6779661017,610000,4.0,165.0
491928.10967741936,650000,3.0,140.0
537942.0807799443,700000,3.0,140.0
537942.0807799443,710000,3.0,142.0
491928.10967741936,715000,3.0,165.0
537942.0807799443,725000,3.0,165.0
294800.8064516129,275000,2.0,85.0
392298.5436893204,564000,2.0,151.0
273842.5,295000,2.0,86.0
273842.5,325000,2.0,96.0
491928.10967741936,329000,2.0,96.0
297273.3333333333,399213,3.0,164.0
229100.0,99900,2.0,55.0
229100.0,174500,1.0,56.0
368053.125,195000,2.0,91.0
196851.54128440368,430000,5.0,179.0
392298.5436893204,585000,2.0,100.0
537942.0807799443,590000,2.0,110.0
491928.10967741936,635000,3.0,106.0
537942.0807799443,650000,2.0,141.0
491928.10967741936,675000,2.0,112.0
390478.102189781,690000,3.0,145.0
504465.6779661017,690000,3.0,145.0
537942.0807799443,700000,3.0,143.0
245274.20846905536,307000,1.0,83.0
245274.20846905536,357000,2.0,94.0
537942.0807799443,385000,1.0,68.0
245274.20846905536,390000,3.0,113.0
537942.0807799443,395000,1.0,63.0
537942.0807799443,405000,1.0,77.0
537942.0807799443,425000,1.0,72.0
537942.0807799443,435000,1.0,85.0
537942.0807799443,509000,3.0,142.0
537942.0807799443,555000,2.0,95.0
537942.0807799443,595000,2.0,97.0
537942.0807799443,635000,2.0,113.0
537942.0807799443,645000,2.0,113.0
537942.0807799443,655000,2.0,114.0
537942.0807799443,660000,2.0,121.0
281307.14666666667,230000,1.0,62.0
537942.0807799443,535000,2.0,131.0
537942.0807799443,545000,2.0,125.0
491928.10967741936,550000,2.0,130.0
687584.7486187845,550000,3.0,200.0
687584.7486187845,550000,2.0,130.0
304387.9318885449,590000,3.0,147.0
390478.102189781,590000,3.0,147.0
392298.5436893204,595000,3.0,120.0
304387.9318885449,655000,3.0,198.0
390478.102189781,655000,3.0,198.0
392298.5436893204,655000,3.0,198.0
687584.7486187845,695000,2.0,107.0
304387.9318885449,399000,3.0,105.0
390478.102189781,399000,3.0,120.0
687584.7486187845,399000,2.0,105.0
687584.7486187845,415000,1.0,94.0
537942.0807799443,420000,3.0,120.0
504465.6779661017,424900,2.0,110.0
392298.5436893204,425000,3.0,115.0
392298.5436893204,425000,2.0,118.0
491928.10967741936,439000,2.0,115.0
491928.10967741936,440000,2.0,112.0
392298.5436893204,449000,3.0,139.0
392298.5436893204,450000,3.0,123.0
392298.5436893204,450000,3.0,120.0
687584.7486187845,465000,2.0,95.0
241095.65217391305,479000,3.0,150.0
687584.7486187845,480000,1.0,69.0
504465.6779661017,485000,2.0,120.0
392298.5436893204,485000,2.0,120.0
504465.6779661017,490000,2.0,100.0
504465.6779661017,495000,3.0,115.0
392298.5436893204,495000,4.0,165.0
286821.0424710425,190000,2.0,88.0
286821.0424710425,205000,2.0,94.0
196851.54128440368,239000,2.0,126.0
248214.2857142857,259500,2.0,122.0
233071.42857142858,265000,2.0,165.0
229100.0,298000,2.0,95.0
234556.125,299000,4.0,190.0
229100.0,369000,3.0,113.0
225237.25,270000,2.0,93.0
309286.3413654618,182500,2.0,130.0
537942.0807799443,185000,1.0,71.0
241095.65217391305,190000,2.0,86.0
241095.65217391305,210000,2.0,60.0
245274.20846905536,210000,2.0,72.0
309286.3413654618,210000,2.0,95.0
245274.20846905536,220000,2.0,65.0
241095.65217391305,225000,2.0,85.0
225237.25,229000,2.0,75.0
491928.10967741936,260000,1.0,57.0
537942.0807799443,265000,2.0,76.0
537942.0807799443,265000,2.0,90.0
196851.54128440368,135000,1.0,66.0
220661.46153846153,239000,2.0,97.0
234556.125,260000,2.0,110.0
403642.85714285716,410000,2.0,98.0
189159.0909090909,110000,1.0,43.0
229100.0,105000,1.0,44.0
196553.95238095237,142500,1.0,82.0
152399.0,152399,1.0,50.0
196851.54128440368,155000,1.0,70.0
286821.0424710425,379000,1.0,135.0
286821.0424710425,210000,2.0,85.0
229100.0,213500,2.0,86.0
229100.0,218500,1.0,96.0
229100.0,243750,2.0,121.0
229100.0,218000,2.0,88.0
344667.85714285716,453000,2.0,145.0
286821.0424710425,210000,1.0,47.0
292000.0,252000,2.0,85.0
292000.0,255000,1.0,83.0
249571.42857142858,212000,2.0,81.0
196553.95238095237,180524,1.0,61.0
196553.95238095237,285176,3.0,100.0
292000.0,369000,3.0,125.0
245102.125,369000,3.0,125.0
245274.20846905536,198000,2.0,75.0
537942.0807799443,580000,2.0,109.0
537942.0807799443,295000,2.0,140.0
281307.14666666667,346500,2.0,120.0
245274.20846905536,169000,1.0,50.0
188311.92857142858,275500,2.0,126.0
286821.0424710425,190000,2.0,86.0
271210.71428571426,239000,2.0,91.0
229100.0,279000,2.0,133.0
229100.0,212100,2.0,88.0
229100.0,251300,2.0,97.0
289000.0,289000,2.0,120.0
537942.0807799443,295000,1.0,64.0
392298.5436893204,295000,2.0,73.0
491928.10967741936,299000,2.0,95.0
244053.6231884058,299000,2.0,115.0
447477.0114942529,299000,2.0,88.0
392298.5436893204,299000,2.0,86.0
491928.10967741936,310000,2.0,116.0
304387.9318885449,310000,2.0,96.0
392298.5436893204,310000,2.0,90.0
491928.10967741936,315000,2.0,116.0
245274.20846905536,315000,2.0,116.0
392298.5436893204,325000,2.0,90.0
537942.0807799443,329000,2.0,100.0
687584.7486187845,340000,1.0,57.0
491928.10967741936,347000,2.0,104.0
241095.65217391305,349000,2.0,100.0
687584.7486187845,329000,2.0,83.0
394213.11475409835,350000,2.0,81.0
491928.10967741936,365000,1.0,63.0
491928.10967741936,365000,2.0,80.0
491928.10967741936,369000,1.0,65.0
245274.20846905536,370000,2.0,110.0
392298.5436893204,370000,3.0,115.0
491928.10967741936,375000,2.0,88.0
491928.10967741936,379000,2.0,86.0
491928.10967741936,395000,3.0,121.0
241095.65217391305,395000,3.0,154.0
491928.10967741936,405000,1.0,83.0
304387.9318885449,407000,2.0,120.0
491928.10967741936,410000,2.0,112.0
491928.10967741936,410000,3.0,128.0
687584.7486187845,415000,1.0,76.0
687584.7486187845,435000,2.0,115.0
390478.102189781,450000,2.0,105.0
687584.7486187845,450000,1.0,76.0
236830.50847457626,290000,2.0,83.0
491928.10967741936,300000,2.0,65.0
281307.14666666667,300000,1.0,76.0
304387.9318885449,370000,2.0,110.0
309286.3413654618,375000,3.0,177.0
687584.7486187845,425000,3.0,106.0
281307.14666666667,495000,2.0,126.0
281307.14666666667,520000,3.0,120.0
687584.7486187845,525000,3.0,150.0
281307.14666666667,545000,3.0,131.0
687584.7486187845,419000,2.0,95.0
687584.7486187845,424000,2.0,95.0
687584.7486187845,429000,2.0,95.0
687584.7486187845,439000,2.0,95.0
687584.7486187845,444000,2.0,95.0
687584.7486187845,509000,2.0,102.0
687584.7486187845,699000,2.0,130.0
225237.25,150000,1.0,60.0
244053.6231884058,165000,1.0,43.0
245274.20846905536,199000,2.0,72.0
245274.20846905536,199000,2.0,80.0
270591.8163265306,200000,2.0,75.0
294800.8064516129,210000,1.0,70.0
394213.11475409835,225000,1.0,70.0
241095.65217391305,235000,2.0,100.0
309286.3413654618,249000,3.0,100.0
273842.5,325000,2.0,110.0
537942.0807799443,375000,2.0,160.0
392298.5436893204,415000,1.0,90.0
394213.11475409835,440000,2.0,164.0
390478.102189781,450000,4.0,110.0
537942.0807799443,545000,3.0,150.0
537942.0807799443,345000,3.0,90.0
447477.0114942529,295000,2.0,92.0
281307.14666666667,169000,1.0,65.0
241095.65217391305,180000,2.0,66.0
491928.10967741936,215000,1.0,51.0
491928.10967741936,219000,2.0,38.0
447477.0114942529,235000,2.0,64.0
241095.65217391305,239000,2.0,85.0
241095.65217391305,239000,2.0,85.0
294800.8064516129,249000,2.0,82.0
294800.8064516129,279000,2.0,85.0
491928.10967741936,282000,1.0,71.0
687584.7486187845,295000,2.0,75.0
309286.3413654618,305000,2.0,101.0
309286.3413654618,305000,2.0,100.0
687584.7486187845,325000,1.0,72.0
491928.10967741936,355000,2.0,97.0
687584.7486187845,360000,2.0,115.0
504465.6779661017,360000,2.0,112.0
491928.10967741936,364000,2.0,98.0
392298.5436893204,370000,2.0,80.0
687584.7486187845,386000,2.0,89.0
394213.11475409835,415000,2.0,92.0
390478.102189781,435000,2.0,104.0
491928.10967741936,539000,2.0,118.0
537942.0807799443,595000,2.0,145.0
447477.0114942529,521500,2.0,105.0
537942.0807799443,440000,2.0,110.0
491928.10967741936,248000,1.0,76.0
245274.20846905536,295000,2.0,77.0
537942.0807799443,295000,1.0,61.0
294800.8064516129,245000,3.0,80.0
245274.20846905536,94800,1.0,60.0
309286.3413654618,199000,1.0,90.0
245274.20846905536,210000,2.0,74.0
281307.14666666667,210000,1.0,68.0
245274.20846905536,235000,2.0,90.0
294800.8064516129,240000,2.0,80.0
245274.20846905536,249000,3.0,85.0
309286.3413654618,260000,2.0,112.0
491928.10967741936,265000,1.0,66.0
359055.0,270000,2.0,85.0
245274.20846905536,279000,2.0,84.0
309286.3413654618,290000,2.0,101.0
491928.10967741936,292000,1.0,72.0
309286.3413654618,299000,2.0,90.0
491928.10967741936,319000,2.0,93.0
491928.10967741936,325000,2.0,92.0
392298.5436893204,350000,2.0,80.0
491928.10967741936,358000,2.0,93.0
188311.92857142858,164000,2.0,82.0
196851.54128440368,165000,1.0,65.0
220661.46153846153,199000,2.0,150.0
188311.92857142858,205000,3.0,114.0
286821.0424710425,220000,3.0,119.0
188311.92857142858,225000,2.0,108.0
226816.66666666666,239000,2.0,102.0
208431.0344827586,250000,2.0,100.0
403642.85714285716,295000,2.0,90.0
196851.54128440368,139900,1.0,52.0
259000.0,259000,2.0,120.0
345268.0,289578,2.0,113.0
345268.0,488565,4.0,189.0
173833.33333333334,169000,2.0,115.0
286821.0424710425,350000,2.0,81.0
286821.0424710425,690000,3.0,148.0
189000.0,199000,2.0,95.0
155618.75,99000,1.0,74.0
229100.0,159000,2.0,79.0
226600.0,198000,2.0,107.0
299999.0,299999,2.0,120.0
220661.46153846153,179000,1.0,65.0
286821.0424710425,189000,2.0,54.0
687584.7486187845,489000,2.0,101.0
273842.5,214000,1.0,60.0
304387.9318885449,175000,2.0,90.0
294800.8064516129,180000,1.0,50.0
245274.20846905536,195000,2.0,85.0
309286.3413654618,195000,2.0,90.0
687584.7486187845,199000,1.0,60.0
236830.50847457626,215000,1.0,63.0
225237.25,239000,2.0,105.0
390478.102189781,245000,1.0,42.0
392298.5436893204,260000,3.0,80.0
491928.10967741936,272000,1.0,70.0
491928.10967741936,314000,2.0,88.0
281307.14666666667,350000,3.0,128.0
491928.10967741936,370000,2.0,87.0
537942.0807799443,375000,4.0,162.0
491928.10967741936,390000,5.0,180.0
245274.20846905536,390000,5.0,180.0
537942.0807799443,390000,3.0,108.0
537942.0807799443,399000,2.0,103.0
394213.11475409835,425000,3.0,110.0
294800.8064516129,425000,2.0,130.0
491928.10967741936,569000,4.0,207.0
309286.3413654618,569000,4.0,207.0
392298.5436893204,650000,5.0,200.0
309286.3413654618,495000,3.0,166.0
491928.10967741936,575000,2.0,116.0
309286.3413654618,575000,4.0,193.0
161541.66666666666,110000,2.0,85.0
344667.85714285716,138000,1.0,43.0
196851.54128440368,145000,2.0,83.0
344667.85714285716,163000,2.0,73.0
245350.0,168000,2.0,72.0
344667.85714285716,180000,1.0,58.0
220661.46153846153,183349,1.0,75.0
286821.0424710425,199000,2.0,91.0
141400.0,199000,2.0,64.0
344667.85714285716,200000,1.0,91.0
161541.66666666666,239000,1.0,83.0
456959.5,549000,3.0,159.0
286821.0424710425,674000,3.0,407.0
344667.85714285716,585000,2.0,151.0
196851.54128440368,125000,1.0,45.0
196851.54128440368,129000,1.0,71.0
286821.0424710425,479000,2.0,150.0
155618.75,145000,3.0,120.0
189159.0909090909,149000,2.0,74.0
216800.0,170000,1.0,85.0
403642.85714285716,175000,1.0,62.0
155618.75,175000,2.0,65.0
249571.42857142858,240000,2.0,73.0
249571.42857142858,250000,2.0,73.0
249571.42857142858,265000,2.0,78.0
249571.42857142858,275000,2.0,78.0
196553.95238095237,199000,2.0,80.0
196553.95238095237,95000,3.0,130.0
286821.0424710425,95000,2.0,112.0
286821.0424710425,99000,1.0,47.0
159000.0,159000,2.0,85.0
229100.0,274500,3.0,108.0
286821.0424710425,355000,3.0,104.0
286821.0424710425,399000,1.0,150.0
344667.85714285716,400000,2.0,114.0
226600.0,245000,3.0,117.0
278295.0,249000,2.0,94.0
447477.0114942529,434000,2.0,95.0
244053.6231884058,160000,1.0,51.0
392298.5436893204,395000,2.0,97.0
294800.8064516129,175000,2.0,85.0
309286.3413654618,180000,2.0,81.0
241095.65217391305,215000,2.0,85.0
241095.65217391305,215000,2.0,74.0
392298.5436893204,240000,1.0,65.0
491928.10967741936,280000,1.0,72.0
304387.9318885449,285000,2.0,73.0
161541.66666666666,159000,1.0,98.0
286821.0424710425,199000,2.0,82.0
199000.0,199000,2.0,132.0
196851.54128440368,234000,2.0,108.0
286821.0424710425,320000,3.0,123.0
286821.0424710425,325000,2.0,103.0
286821.0424710425,355000,2.0,108.0
286821.0424710425,363000,2.0,108.0
286821.0424710425,370000,2.0,108.0
286821.0424710425,375000,2.0,108.0
286821.0424710425,380000,2.0,108.0
286821.0424710425,380000,2.0,112.0
286821.0424710425,380000,2.0,112.0
286821.0424710425,385000,2.0,108.0
286821.0424710425,395000,2.0,112.0
286821.0424710425,470000,2.0,108.0
286821.0424710425,510000,2.0,97.0
286821.0424710425,512500,3.0,149.0
286821.0424710425,515000,2.0,126.0
286821.0424710425,522750,3.0,149.0
491928.10967741936,248000,1.0,76.0
304387.9318885449,295000,2.0,86.0
244053.6231884058,179000,1.0,73.0
245274.20846905536,199000,1.0,77.0
281307.14666666667,205000,1.0,65.0
225237.25,209000,2.0,90.0
390478.102189781,225000,1.0,50.0
491928.10967741936,229000,1.0,55.0
304387.9318885449,229000,2.0,80.0
245274.20846905536,229000,2.0,95.0
304387.9318885449,275000,2.0,90.0
245274.20846905536,289500,3.0,92.0
304387.9318885449,310000,2.0,107.0
537942.0807799443,355000,2.0,85.0
245274.20846905536,385000,5.0,130.0
304387.9318885449,445000,3.0,141.0
392298.5436893204,738000,3.0,183.0
245274.20846905536,125000,1.0,49.0
236830.50847457626,129000,1.0,30.0
309286.3413654618,139000,1.0,51.0
241200.0,139000,1.0,55.0
304387.9318885449,209000,1.0,60.0
537942.0807799443,235000,1.0,70.0
245274.20846905536,239000,2.0,90.0
245274.20846905536,249000,2.0,85.0
245274.20846905536,249000,3.0,95.0
236830.50847457626,269500,3.0,95.0
304387.9318885449,295000,2.0,85.0
390478.102189781,298000,3.0,110.0
394213.11475409835,365000,4.0,160.0
537942.0807799443,495000,2.0,120.0
537942.0807799443,495000,3.0,135.0
225237.25,205000,3.0,91.0
270591.8163265306,240000,3.0,113.0
504465.6779661017,350000,2.0,97.0
245274.20846905536,495000,3.0,250.0
687584.7486187845,599000,2.0,170.0
225237.25,215000,2.0,75.0
273842.5,159000,1.0,40.0
244053.6231884058,165000,1.0,55.0
309286.3413654618,295000,2.0,120.0
491928.10967741936,512000,2.0,114.0
491928.10967741936,645000,2.0,136.0
309286.3413654618,134000,2.0,51.0
281307.14666666667,169000,2.0,67.0
309286.3413654618,225000,2.0,114.0
304387.9318885449,249000,2.0,100.0
225237.25,299000,3.0,115.0
304387.9318885449,329000,4.0,223.0
146000.0,130000,2.0,74.0
196851.54128440368,134500,1.0,64.0
196851.54128440368,139500,2.0,59.0
245350.0,145000,1.0,60.0
286821.0424710425,149000,2.0,77.0
188311.92857142858,159000,2.0,114.0
196851.54128440368,169000,2.0,65.0
286821.0424710425,199000,2.0,63.0
161541.66666666666,239000,2.0,115.0
403642.85714285716,275000,3.0,120.0
286821.0424710425,319000,2.0,192.0
403642.85714285716,359000,3.0,126.0
309286.3413654618,270000,2.0,89.0
241200.0,210000,2.0,95.0
281307.14666666667,210000,2.0,84.0
309286.3413654618,225000,2.0,100.0
245274.20846905536,275000,2.0,80.0
309286.3413654618,339000,3.0,132.0
309286.3413654618,339000,3.0,130.0
491928.10967741936,345000,2.0,89.0
392298.5436893204,495000,3.0,108.0
491928.10967741936,549000,2.0,95.0
392298.5436893204,380000,2.0,132.0
245274.20846905536,209000,1.0,80.0
241200.0,197000,2.0,68.0
491928.10967741936,210000,1.0,52.0
245274.20846905536,220000,2.0,85.0
304387.9318885449,265000,2.0,105.0
447477.0114942529,335000,2.0,75.0
294800.8064516129,385000,2.0,103.0
491928.10967741936,545000,2.0,164.0
344667.85714285716,280000,2.0,100.0
286821.0424710425,299000,2.0,105.0
274846.3333333333,266163,3.0,110.0
286821.0424710425,144000,2.0,97.0
229100.0,167000,2.0,65.0
245350.0,167000,2.0,72.0
196851.54128440368,160000,2.0,75.0
161541.66666666666,165000,3.0,99.0
279800.0,187000,1.0,69.0
285987.5,249900,2.0,115.0
155618.75,101000,1.0,73.0
188311.92857142858,159000,2.0,80.0
190142.85714285713,199000,2.0,236.0
189159.0909090909,279000,4.0,221.0
348071.1538461539,293600,1.0,73.0
348071.1538461539,316100,1.0,73.0
333061.45454545453,338714,2.0,91.0
348071.1538461539,376700,2.0,98.0
348071.1538461539,392800,2.0,98.0
286821.0424710425,138000,1.0,36.0
155618.75,158000,2.0,81.0
314975.0,289000,2.0,100.0
314975.0,295000,2.0,100.0
314975.0,549000,3.0,166.0
314975.0,179000,2.0,73.0
240000.0,240000,2.0,84.0
286821.0424710425,155000,2.0,90.0
196851.54128440368,235000,2.0,90.0
196851.54128440368,265000,3.0,125.0
286821.0424710425,310000,3.0,115.0
124000.0,124000,1.0,57.0
286821.0424710425,125000,1.0,72.0
286821.0424710425,239000,2.0,78.0
271210.71428571426,262000,2.0,100.0
286821.0424710425,325000,3.0,126.0
243777.77777777778,230000,2.0,85.0
243777.77777777778,245000,2.0,85.0
196553.95238095237,187580,1.0,65.0
196553.95238095237,300874,3.0,109.0
344667.85714285716,82500,1.0,60.0
286821.0424710425,165000,3.0,110.0
286821.0424710425,230000,1.0,71.0
243777.77777777778,240000,2.0,92.0
243777.77777777778,294000,3.0,147.0
286821.0424710425,390000,3.0,109.0
196851.54128440368,174018,2.0,72.0
537942.0807799443,260000,1.0,60.0
309286.3413654618,229000,2.0,85.0
537942.0807799443,470000,3.0,115.0
245274.20846905536,175000,1.0,72.0
245274.20846905536,155000,1.0,49.0
537942.0807799443,164000,1.0,55.0
241095.65217391305,165000,1.0,52.0
245274.20846905536,165000,1.0,61.0
241095.65217391305,195000,2.0,80.0
491928.10967741936,225000,1.0,63.0
225237.25,225000,2.0,112.0
241200.0,240000,2.0,100.0
309286.3413654618,245000,2.0,110.0
270591.8163265306,249000,2.0,85.0
245274.20846905536,270000,2.0,104.0
294800.8064516129,320000,2.0,80.0
537942.0807799443,330000,2.0,145.0
304387.9318885449,395000,2.0,94.0
304387.9318885449,425000,3.0,155.0
304387.9318885449,495000,4.0,170.0
491928.10967741936,725000,3.0,180.0
286821.0424710425,595000,1.0,58.0
281307.14666666667,340000,2.0,95.0
491928.10967741936,260000,1.0,61.0
304387.9318885449,275000,2.0,106.0
270591.8163265306,245000,2.0,90.0
309286.3413654618,175000,1.0,80.0
309286.3413654618,175000,2.0,71.0
244053.6231884058,179000,2.0,72.0
309286.3413654618,185000,1.0,65.0
241095.65217391305,210000,2.0,89.0
304387.9318885449,215000,1.0,80.0
225237.25,225000,1.0,50.0
225237.25,230000,2.0,90.0
309286.3413654618,235000,2.0,150.0
394213.11475409835,245000,1.0,70.0
390478.102189781,265000,1.0,82.0
359055.0,265000,1.0,61.0
245274.20846905536,268500,3.0,116.0
304387.9318885449,279000,2.0,80.0
491928.10967741936,285000,3.0,60.0
392298.5436893204,285000,2.0,88.0
245274.20846905536,291000,3.0,139.0
491928.10967741936,299000,1.0,95.0
537942.0807799443,319000,1.0,68.0
392298.5436893204,325000,3.0,113.0
491928.10967741936,334000,1.0,80.0
359055.0,340000,2.0,105.0
392298.5436893204,350000,2.0,95.0
304387.9318885449,360000,2.0,120.0
491928.10967741936,399000,2.0,107.0
392298.5436893204,495000,3.0,107.0
359055.0,600000,2.0,149.0
390478.102189781,660000,2.0,108.0
491928.10967741936,412000,2.0,91.0
392298.5436893204,445000,3.0,120.0
245274.20846905536,287500,2.0,88.0
245274.20846905536,352500,3.0,119.0
245274.20846905536,355000,3.0,119.0
245274.20846905536,357500,3.0,119.0
245274.20846905536,357500,3.0,121.0
245274.20846905536,360000,3.0,119.0
245274.20846905536,362500,3.0,121.0
245274.20846905536,365000,3.0,121.0
281307.14666666667,295000,3.0,102.0
491928.10967741936,185000,1.0,44.0
390478.102189781,219000,1.0,76.0
504465.6779661017,220000,1.0,60.0
245274.20846905536,225000,2.0,75.0
390478.102189781,229000,1.0,76.0
394213.11475409835,255000,2.0,80.0
394213.11475409835,265000,2.0,87.0
309286.3413654618,272000,2.0,112.0
687584.7486187845,275000,1.0,60.0
491928.10967741936,290000,1.0,83.0
304387.9318885449,295000,2.0,85.0
294800.8064516129,299000,3.0,111.0
245274.20846905536,309000,3.0,100.0
