locality,Price,Number_bedrooms,Living_area
266431.0714285714,219000,2.0,95.0
316207.01754385966,580000,3.0,170.0
266615.53623188403,159000,2.0,71.0
287257.9512195122,160000,1.0,60.0
287257.9512195122,160000,1.0,60.0
292334.375,164900,1.0,67.0
298001.2303030303,165000,1.0,77.0
246511.33333333334,168000,2.0,77.0
223947.6820083682,169000,2.0,96.0
223403.007518797,175000,2.0,73.0
266615.53623188403,175000,2.0,93.0
298001.2303030303,179000,3.0,86.0
263391.8939393939,184000,2.0,85.0
182400.0,184900,1.0,80.0
223403.007518797,185000,2.0,100.0
357299.04132231406,190000,2.0,65.0
261222.22222222222,192000,2.0,95.0
223947.6820083682,195000,2.0,94.0
298001.2303030303,195000,4.0,128.0
263391.8939393939,195000,2.0,64.0
266615.53623188403,195000,2.0,99.0
373799.21875,199000,2.0,81.0
223947.6820083682,199000,3.0,110.0
223947.6820083682,199000,3.0,95.0
266615.53623188403,199000,2.0,75.0
266615.53623188403,199000,2.0,94.0
322179.38181818184,199000,2.0,85.0
263391.8939393939,279000,2.0,90.0
220160.29411764705,323000,3.0,100.0
316207.01754385966,399000,1.0,135.0
561397.9530791789,410000,3.0,147.0
223403.007518797,465000,3.0,263.0
329990.6976744186,495000,3.0,140.0
298001.2303030303,595000,2.0,188.0
610179.0666666667,660265,3.0,159.0
298001.2303030303,210000,2.0,86.0
306641.6666666667,286750,2.0,101.0
306641.6666666667,297250,2.0,96.0
295375.7631578947,336750,2.0,114.0
309992.13333333336,395000,2.0,120.0
298001.2303030303,269000,2.0,102.0
358126.6666666667,170000,2.0,82.0
278905.9829059829,170000,2.0,75.0
223403.007518797,185000,2.0,102.0
225290.9836065574,199000,1.0,57.0
377739.6296296296,210000,2.0,75.0
223947.6820083682,249000,3.0,125.0
223947.6820083682,249900,2.0,80.0
225290.9836065574,263000,2.0,79.0
225290.9836065574,268500,1.0,70.0
316207.01754385966,269000,2.0,95.0
263391.8939393939,285000,2.0,115.0
314625.22388059704,289000,2.0,90.0
373799.21875,299000,2.0,125.0
314625.22388059704,299000,2.0,88.0
306641.6666666667,309000,2.0,86.0
274946.2,324500,2.0,98.0
377739.6296296296,449000,2.0,154.0
383317.22033898305,475000,2.0,108.0
561397.9530791789,499000,2.0,114.0
315885.71428571426,685000,3.0,200.0
298001.2303030303,275357,1.0,77.0
295375.7631578947,299000,2.0,105.0
373799.21875,325000,1.0,72.0
293954.6041666667,275000,2.0,71.0
561397.9530791789,695000,2.0,140.0
263391.8939393939,179000,1.0,82.0
278946.0487804878,274000,2.0,90.0
266431.0714285714,299000,2.0,100.0
561397.9530791789,288000,3.0,100.0
298001.2303030303,288000,1.0,76.0
298001.2291666667,325000,2.0,98.0
561397.9530791789,415000,1.0,75.0
223403.007518797,270000,2.0,105.0
248916.08695652173,185000,1.0,55.0
373799.21875,429000,3.0,185.0
295375.7631578947,175000,2.0,75.0
298001.2303030303,199000,3.0,119.0
248916.08695652173,205000,2.0,96.0
223403.007518797,214000,2.0,97.0
220160.29411764705,215000,2.0,93.0
357299.04132231406,225000,2.0,84.0
266615.53623188403,234500,1.0,70.0
298001.2303030303,247500,4.0,185.0
223947.6820083682,259000,2.0,100.0
225290.9836065574,268000,3.0,72.0
561397.9530791789,269000,1.0,73.0
225290.9836065574,289000,2.0,68.0
263391.8939393939,215000,2.0,90.0
377739.6296296296,365000,2.0,102.0
223403.007518797,269000,3.0,104.0
383317.22033898305,325000,2.0,74.0
377739.6296296296,650000,2.0,200.0
263391.8939393939,139000,1.0,70.0
316207.01754385966,150000,1.0,65.0
225290.9836065574,160000,2.0,95.0
220160.29411764705,174000,3.0,78.0
314625.22388059704,179000,1.0,65.0
223947.6820083682,189000,1.0,66.0
266431.0714285714,199000,3.0,108.0
278645.376344086,199000,2.0,104.0
252629.2857142857,210000,2.0,90.0
223947.6820083682,215000,2.0,96.0
223947.6820083682,219000,3.0,86.0
243642.85714285713,224000,3.0,93.0
252629.2857142857,225000,2.0,90.0
223403.007518797,227000,2.0,99.0
220160.29411764705,229000,2.0,90.0
287257.9512195122,229000,2.0,105.0
322179.38181818184,239000,2.0,72.0
377739.6296296296,239000,2.0,101.0
328045.8333333333,240000,3.0,90.0
223947.6820083682,249000,2.0,97.0
316207.01754385966,249000,2.0,84.0
373799.21875,250000,2.0,110.0
373799.21875,259000,2.0,71.0
328045.8333333333,264900,2.0,102.0
316207.01754385966,265000,3.0,90.0
314625.22388059704,269000,3.0,115.0
223403.007518797,269000,3.0,138.0
561397.9530791789,275000,2.0,100.0
561397.9530791789,429000,1.0,72.0
307944.44444444444,199500,1.0,68.0
293954.6041666667,204000,1.0,52.0
307944.44444444444,250000,2.0,87.0
293954.6041666667,269000,2.0,71.0
293954.6041666667,299000,2.0,82.0
379416.6818181818,284000,2.0,99.0
266615.53623188403,324000,1.0,88.0
223403.007518797,175000,2.0,83.0
278645.376344086,235000,2.0,90.0
306641.6666666667,365500,3.0,140.0
561397.9530791789,609000,3.0,127.0
569666.6666666666,645000,2.0,125.0
357299.04132231406,649000,3.0,216.0
561397.9530791789,665000,3.0,140.0
293590.9090909091,280000,2.0,75.0
373799.21875,319000,2.0,85.0
301571.4285714286,235000,2.0,100.0
254760.86956521738,210000,2.0,85.0
278946.0487804878,175000,2.0,95.0
263391.8939393939,189000,2.0,88.0
293954.6041666667,199000,2.0,72.0
266615.53623188403,203000,1.0,70.0
298001.2291666667,209000,1.0,65.0
243994.48780487804,214000,1.0,70.0
225290.9836065574,220000,2.0,98.0
243994.48780487804,220000,2.0,105.0
228475.0,220000,2.0,84.0
316207.01754385966,349000,2.0,125.0
316207.01754385966,375000,2.0,111.0
336947.5833333333,399000,2.0,139.0
561397.9530791789,415000,3.0,115.0
316207.01754385966,430000,3.0,131.0
561397.9530791789,445000,3.0,115.0
244000.0,349000,1.0,89.0
316207.01754385966,185000,1.0,75.0
316207.01754385966,200000,1.0,60.0
223947.6820083682,215000,2.0,105.0
223947.6820083682,145000,2.0,77.0
278905.9829059829,159000,1.0,62.0
316207.01754385966,180000,3.0,90.0
220160.29411764705,180000,2.0,101.0
263391.8939393939,194000,2.0,90.0
261222.22222222222,206000,2.0,93.0
373799.21875,215000,2.0,82.0
316207.01754385966,220000,2.0,82.0
223947.6820083682,234000,2.0,90.0
266615.53623188403,234000,2.0,94.0
225290.9836065574,235000,3.0,104.0
316207.01754385966,239000,2.0,106.0
383317.22033898305,239000,2.0,105.0
225290.9836065574,249000,3.0,98.0
278946.0487804878,249000,2.0,80.0
307944.44444444444,249000,2.0,85.0
265000.0,265000,2.0,64.0
316207.01754385966,285000,4.0,140.0
314625.22388059704,299000,3.0,110.0
561397.9530791789,325000,3.0,120.0
225290.9836065574,334000,3.0,108.0
377739.6296296296,344000,2.0,93.0
365000.0,410000,2.0,126.0
561397.9530791789,189000,2.0,80.0
316207.01754385966,380000,2.0,105.0
316207.01754385966,385000,2.0,92.0
316207.01754385966,385000,2.0,92.0
357299.04132231406,419900,2.0,112.0
358126.6666666667,434000,3.0,146.0
377739.6296296296,449000,2.0,135.0
266615.53623188403,489000,3.0,135.0
561397.9530791789,725000,2.0,127.0
243994.48780487804,155000,1.0,35.0
263391.8939393939,299000,3.0,98.0
266431.0714285714,195000,2.0,74.0
373799.21875,119000,1.0,30.0
229285.7142857143,139000,1.0,60.0
243642.85714285713,159000,2.0,81.0
278905.9829059829,175000,1.0,50.0
223947.6820083682,179000,2.0,80.0
223403.007518797,179000,2.0,80.0
287257.9512195122,179000,2.0,90.0
225290.9836065574,153000,1.0,55.0
223403.007518797,155000,1.0,58.0
278905.9829059829,160000,2.0,75.0
287257.9512195122,168000,2.0,81.0
248916.08695652173,169000,2.0,86.0
243642.85714285713,179500,2.0,85.0
248916.08695652173,180000,1.0,67.0
316207.01754385966,180000,1.0,90.0
561397.9530791789,189900,1.0,51.0
373799.21875,209000,1.0,44.0
298001.2303030303,219000,3.0,107.0
316207.01754385966,219500,1.0,55.0
322179.38181818184,225000,2.0,89.0
278905.9829059829,229000,2.0,95.0
298001.2303030303,229000,3.0,110.0
243994.48780487804,239000,2.0,89.0
329990.6976744186,250000,2.0,95.0
223947.6820083682,269000,3.0,106.0
270857.14285714284,274000,2.0,96.0
315000.0,279000,3.0,120.0
261222.22222222222,297000,3.0,102.0
261222.22222222222,299000,2.0,95.0
298001.2303030303,307075,3.0,134.0
261222.22222222222,329000,2.0,120.0
314589.95454545453,335000,2.0,115.0
316207.01754385966,335000,2.0,90.0
314625.22388059704,339000,2.0,115.0
373799.21875,379000,2.0,115.0
263391.8939393939,379000,2.0,124.0
243642.85714285713,390000,3.0,121.0
561397.9530791789,425000,2.0,135.0
373000.0,448000,2.0,117.0
373799.21875,485000,3.0,193.0
331200.0,495000,3.0,142.0
263391.8939393939,535000,3.0,217.0
561397.9530791789,599500,2.0,145.0
223947.6820083682,251815,2.0,110.0
229285.7142857143,259000,2.0,101.0
561397.9530791789,331000,1.0,51.0
373799.21875,339000,2.0,83.0
373799.21875,359000,2.0,83.0
229285.7142857143,399000,3.0,140.0
561397.9530791789,649000,2.0,125.0
243642.85714285713,215000,2.0,91.0
263391.8939393939,550000,3.0,170.0
220160.29411764705,249000,2.0,80.0
357299.04132231406,249000,2.0,83.0
298001.2303030303,139000,2.0,77.0
373799.21875,159900,2.0,65.0
223947.6820083682,179000,2.0,77.0
223403.007518797,179000,1.0,50.0
246511.33333333334,188000,2.0,100.0
278905.9829059829,194500,1.0,71.0
278905.9829059829,199000,1.0,59.0
357299.04132231406,199000,2.0,90.0
261222.22222222222,225000,2.0,80.0
261222.22222222222,239000,2.0,75.0
263391.8939393939,239000,3.0,109.0
278905.9829059829,245000,1.0,82.0
225290.9836065574,259000,2.0,69.0
223947.6820083682,289000,3.0,95.0
561397.9530791789,298000,2.0,120.0
322179.38181818184,299000,1.0,80.0
316207.01754385966,350000,3.0,110.0
298001.2303030303,375000,3.0,153.0
357299.04132231406,399000,2.0,102.0
301571.4285714286,460000,2.0,153.0
287168.75,275670,2.0,98.0
293954.6041666667,284550,2.0,91.0
293954.6041666667,290250,2.0,92.0
293954.6041666667,361200,1.0,116.0
561397.9530791789,329000,1.0,60.0
561397.9530791789,338000,2.0,73.0
287168.75,294670,2.0,102.0
293954.6041666667,245400,1.0,80.0
287168.75,253510,2.0,101.0
293954.6041666667,281250,2.0,89.0
293954.6041666667,294300,2.0,91.0
315000.0,299000,2.0,84.0
287168.75,361670,2.0,123.0
287168.75,361670,2.0,122.0
293954.6041666667,417600,1.0,127.0
315000.0,375000,2.0,104.0
287168.75,294670,2.0,102.0
561397.9530791789,449000,2.0,110.0
278905.9829059829,159000,1.0,41.0
232500.0,179000,2.0,85.0
248916.08695652173,189000,2.0,88.0
263391.8939393939,189000,2.0,87.0
223947.6820083682,199000,2.0,90.0
316207.01754385966,245000,3.0,85.0
357299.04132231406,245000,2.0,95.0
316207.01754385966,247000,2.0,105.0
248916.08695652173,254900,2.0,96.0
223403.007518797,260000,2.0,99.0
561397.9530791789,265000,1.0,93.0
278946.0487804878,265000,1.0,150.0
298001.2291666667,269000,2.0,94.0
373799.21875,270000,2.0,110.0
262666.6666666667,290000,2.0,126.0
358126.6666666667,299000,2.0,102.0
314589.95454545453,334000,2.0,88.0
561397.9530791789,365000,3.0,128.0
274946.2,450000,2.0,270.0
322179.38181818184,249000,2.0,80.0
314625.22388059704,260000,3.0,95.0
340708.06451612903,260000,2.0,82.0
248916.08695652173,269000,2.0,94.0
314625.22388059704,275000,1.0,97.0
278905.9829059829,275000,1.0,80.0
561397.9530791789,279000,2.0,93.0
383317.22033898305,285000,1.0,65.0
373799.21875,445000,2.0,112.0
561397.9530791789,469000,2.0,110.0
306641.6666666667,363250,3.0,124.0
243994.48780487804,249000,2.0,96.0
223947.6820083682,225000,2.0,75.0
328045.8333333333,350000,2.0,108.0
298001.2303030303,238500,2.0,90.0
298001.2303030303,304250,3.0,126.0
307944.44444444444,305000,3.0,121.0
307944.44444444444,315000,3.0,124.0
266615.53623188403,560175,3.0,127.0
225290.9836065574,165000,1.0,85.0
278905.9829059829,219000,1.0,78.0
287257.9512195122,225000,2.0,80.0
357299.04132231406,337000,1.0,90.0
301571.4285714286,279000,2.0,80.0
225290.9836065574,310000,2.0,104.0
328045.8333333333,450000,4.0,95.0
210933.33333333334,299000,2.0,96.0
298001.2303030303,243000,1.0,77.0
329990.6976744186,285500,1.0,113.0
383317.22033898305,239000,3.0,80.0
347802.77777777775,299000,2.0,86.0
347802.77777777775,315000,2.0,86.0
298001.2291666667,344100,2.0,99.0
347802.77777777775,348500,2.0,94.0
347802.77777777775,349000,2.0,98.0
347250.0,360000,3.0,127.0
347802.77777777775,377000,2.0,89.0
347802.77777777775,389900,2.0,103.0
293590.9090909091,399000,3.0,103.0
314625.22388059704,424300,2.0,114.0
314625.22388059704,447000,2.0,98.0
347802.77777777775,455000,3.0,148.0
561397.9530791789,394300,2.0,93.0
248916.08695652173,219000,3.0,90.0
373799.21875,144000,1.0,37.0
293954.6041666667,197000,1.0,57.0
328045.8333333333,437500,3.0,141.0
314589.95454545453,449500,3.0,141.0
298001.2303030303,571435,2.0,130.0
309992.13333333336,408173,3.0,134.0
293954.6041666667,291500,2.0,89.0
293954.6041666667,344500,3.0,112.0
293954.6041666667,359500,3.0,120.0
373799.21875,199000,2.0,80.0
223403.007518797,219000,3.0,114.0
373799.21875,242000,1.0,60.0
243994.48780487804,249000,2.0,84.0
561397.9530791789,250000,1.0,43.0
561397.9530791789,260000,1.0,49.0
316720.0714285714,364050,3.0,132.0
610179.0666666667,659024,2.0,153.0
340708.06451612903,279000,2.0,80.0
306641.6666666667,309000,2.0,97.0
243642.85714285713,200000,2.0,90.0
357299.04132231406,200000,1.0,48.0
263391.8939393939,239500,3.0,110.0
347250.0,265000,2.0,85.0
314589.95454545453,309000,3.0,108.0
374064.0,310000,2.0,93.0
314589.95454545453,340000,2.0,120.0
374064.0,340000,2.0,97.0
322179.38181818184,398000,2.0,91.0
322179.38181818184,481000,3.0,135.0
274946.2,211700,1.0,67.0
274946.2,294110,3.0,102.0
274946.2,403500,3.0,135.0
274946.2,416000,3.0,137.0
298001.2303030303,259000,2.0,95.0
316207.01754385966,148000,1.0,60.0
220160.29411764705,175000,2.0,70.0
373799.21875,185000,1.0,61.0
223947.6820083682,188000,2.0,100.0
263391.8939393939,230000,3.0,110.0
253000.0,235000,1.0,71.0
357299.04132231406,240000,2.0,74.0
266431.0714285714,269000,2.0,70.0
225290.9836065574,269500,1.0,70.0
373799.21875,326000,2.0,93.0
561397.9530791789,379000,2.0,88.0
561397.9530791789,725000,3.0,125.0
306641.6666666667,253250,2.0,89.0
295375.7631578947,202000,1.0,61.0
347802.77777777775,309000,2.0,80.0
347802.77777777775,315000,2.0,80.0
347802.77777777775,325000,2.0,91.0
347802.77777777775,345000,2.0,107.0
347802.77777777775,345000,2.0,107.0
347802.77777777775,349000,2.0,112.0
298001.2303030303,378816,2.0,119.0
347802.77777777775,379000,3.0,131.0
347802.77777777775,389000,2.0,109.0
347802.77777777775,405000,3.0,113.0
347802.77777777775,425000,2.0,121.0
223947.6820083682,239000,2.0,95.0
312806.73333333334,395000,2.0,95.0
406545.58762886596,395000,2.0,65.0
312806.73333333334,419000,2.0,99.0
365954.0,430000,3.0,113.0
303991.0350877193,285000,2.0,133.0
195756.94444444444,109500,1.0,50.0
250700.0,184500,2.0,106.0
450558.2916666667,315000,2.0,100.0
312806.73333333334,358000,3.0,116.0
324633.6818181818,365000,2.0,83.0
298001.2303030303,349000,2.0,153.0
561397.9530791789,549000,3.0,167.0
298001.2303030303,245000,2.0,98.0
225290.9836065574,229500,2.0,100.0
293954.6041666667,272471,1.0,82.0
223403.007518797,179000,1.0,56.0
316207.01754385966,249000,1.0,86.0
383317.22033898305,257516,2.0,79.0
278905.9829059829,265000,2.0,107.0
223403.007518797,285000,3.0,105.0
223403.007518797,285000,3.0,105.0
223403.007518797,285000,3.0,105.0
377739.6296296296,285000,2.0,101.0
316207.01754385966,179000,2.0,85.0
210000.0,129000,1.0,43.0
223947.6820083682,169000,2.0,87.0
223947.6820083682,179000,2.0,80.0
243994.48780487804,182500,1.0,66.0
223947.6820083682,187000,2.0,70.0
298001.2303030303,199000,2.0,110.0
254760.86956521738,199000,2.0,90.0
223947.6820083682,205000,2.0,87.0
377739.6296296296,205000,1.0,65.0
223947.6820083682,207000,2.0,95.0
243994.48780487804,220000,3.0,117.0
225290.9836065574,235000,3.0,98.0
228475.0,235000,2.0,112.0
220160.29411764705,240000,2.0,85.0
316207.01754385966,245000,1.0,65.0
223403.007518797,249000,3.0,103.0
223403.007518797,249000,3.0,100.0
383317.22033898305,249000,2.0,74.0
373799.21875,250000,2.0,95.0
316720.0714285714,258000,1.0,60.0
298001.2291666667,259000,2.0,80.0
263391.8939393939,269000,3.0,100.0
561397.9530791789,275000,2.0,96.0
243994.48780487804,275000,2.0,78.0
314625.22388059704,279000,3.0,110.0
331200.0,279000,2.0,105.0
210000.0,280000,2.0,100.0
322179.38181818184,209000,2.0,90.0
316207.01754385966,225000,2.0,100.0
278645.376344086,339000,2.0,105.0
278645.376344086,354000,2.0,105.0
263391.8939393939,379000,2.0,124.0
223403.007518797,199000,3.0,120.0
246511.33333333334,245000,2.0,90.0
373799.21875,339000,2.0,102.0
278645.376344086,575000,3.0,141.0
561397.9530791789,289000,1.0,75.0
278905.9829059829,192500,2.0,85.0
258625.0,205000,1.0,73.0
293954.6041666667,213004,1.0,71.0
357299.04132231406,215000,2.0,96.0
223947.6820083682,247925,2.0,105.0
293954.6041666667,251823,2.0,88.0
223947.6820083682,253440,2.0,101.0
293954.6041666667,257914,1.0,79.0
377739.6296296296,259000,2.0,85.0
261222.22222222222,274000,2.0,95.0
243994.48780487804,285000,2.0,97.0
293954.6041666667,290078,2.0,97.0
379416.6818181818,295000,2.0,107.0
289518.25,295000,3.0,114.0
561397.9530791789,301000,1.0,51.0
289518.25,305000,3.0,120.0
258625.0,315000,2.0,104.0
295375.7631578947,212850,1.0,64.0
316207.01754385966,290000,1.0,70.0
210933.33333333334,220000,2.0,93.0
278946.0487804878,243000,2.0,84.0
373799.21875,449500,3.0,134.0
278946.0487804878,239000,1.0,69.0
316207.01754385966,399000,3.0,135.0
223403.007518797,195000,2.0,95.0
287257.9512195122,199000,1.0,65.0
225290.9836065574,200000,2.0,75.0
247058.25,219000,2.0,74.0
223947.6820083682,225000,2.0,99.0
225290.9836065574,230000,3.0,115.0
298001.2303030303,230000,2.0,94.0
377739.6296296296,260000,2.0,88.0
293954.6041666667,275000,2.0,110.0
242500.0,286000,2.0,100.0
278905.9829059829,190000,1.0,71.0
223947.6820083682,195000,2.0,86.0
223403.007518797,199000,2.0,92.0
223947.6820083682,209000,2.0,79.0
223403.007518797,209000,3.0,97.0
314625.22388059704,219000,2.0,100.0
316207.01754385966,219000,1.0,56.0
263391.8939393939,225000,2.0,88.0
223403.007518797,239000,3.0,100.0
298001.2303030303,249000,1.0,82.0
316207.01754385966,299000,3.0,110.0
374064.0,399000,3.0,130.0
329990.6976744186,469000,3.0,100.0
331200.0,279000,2.0,97.0
314625.22388059704,290400,1.0,70.0
373799.21875,319000,2.0,82.0
298001.2303030303,349000,3.0,148.0
314625.22388059704,422700,2.0,120.0
314625.22388059704,443300,2.0,114.0
365000.0,462500,3.0,147.0
314625.22388059704,478300,3.0,114.0
561397.9530791789,585000,2.0,96.0
561397.9530791789,605000,2.0,96.0
373799.21875,149000,1.0,54.0
223947.6820083682,149000,2.0,76.0
274946.2,199250,1.0,61.0
298001.2303030303,210000,3.0,131.0
561397.9530791789,260000,1.0,43.0
298001.2291666667,299000,2.0,87.0
295375.7631578947,335000,2.0,116.0
273500.0,358000,2.0,96.0
298001.2291666667,425000,3.0,173.0
347250.0,246000,1.0,78.0
261222.22222222222,258000,2.0,96.0
389333.3333333333,299000,2.0,83.0
379416.6818181818,377500,3.0,131.0
379416.6818181818,378500,3.0,131.0
379416.6818181818,383000,3.0,142.0
379416.6818181818,385000,2.0,132.0
379416.6818181818,387000,2.0,132.0
379416.6818181818,387300,3.0,136.0
379416.6818181818,389000,3.0,136.0
379416.6818181818,393000,3.0,142.0
374064.0,397500,3.0,119.0
314589.95454545453,549500,3.0,180.0
389333.3333333333,570000,3.0,160.0
314625.22388059704,315000,2.0,122.0
298001.2291666667,232000,1.0,62.0
274946.2,239000,2.0,116.0
316207.01754385966,249000,2.0,105.0
254760.86956521738,249000,2.0,92.0
278905.9829059829,255000,2.0,97.0
287257.9512195122,264451,1.0,89.0
223403.007518797,268000,3.0,140.0
266615.53623188403,269000,2.0,92.0
254666.66666666666,279000,2.0,70.0
278905.9829059829,299000,3.0,100.0
329990.6976744186,319000,3.0,128.0
266615.53623188403,335000,1.0,78.0
357299.04132231406,340000,2.0,84.0
278905.9829059829,350000,3.0,145.0
252629.2857142857,365000,3.0,186.0
561397.9530791789,394900,2.0,79.0
316207.01754385966,435000,1.0,166.0
383317.22033898305,565000,3.0,155.0
312806.73333333334,219000,1.0,79.0
331151.26666666666,369000,2.0,105.0
312892.24,120000,1.0,30.0
250700.0,219900,1.0,73.0
251988.8108108108,100000,1.0,74.0
365954.0,100000,1.0,47.0
251988.8108108108,141000,1.0,62.0
312892.24,175000,2.0,80.0
251988.8108108108,195000,3.0,128.0
312892.24,210000,2.0,80.0
406545.58762886596,220000,1.0,53.0
312892.24,231000,2.0,85.0
262970.7931034483,238000,3.0,108.0
312892.24,239000,2.0,94.0
312892.24,249000,2.0,97.0
349771.73913043475,249000,3.0,115.0
225290.9836065574,184000,2.0,86.0
223403.007518797,219500,2.0,75.0
223947.6820083682,235000,2.0,74.0
223403.007518797,235000,2.0,66.0
561397.9530791789,240000,1.0,43.0
373799.21875,257000,2.0,110.0
316207.01754385966,259000,2.0,88.0
248916.08695652173,299000,2.0,325.0
253489.47368421053,325000,2.0,105.0
293590.9090909091,385000,2.0,90.0
316207.01754385966,385000,2.0,96.0
374064.0,425000,2.0,125.0
374064.0,675000,3.0,200.0
298001.2291666667,285000,2.0,121.0
298001.2303030303,295000,3.0,135.0
243642.85714285713,298000,3.0,105.0
357299.04132231406,315000,2.0,83.0
561397.9530791789,320000,1.0,115.0
357299.04132231406,345000,2.0,131.0
383317.22033898305,349000,2.0,116.0
266431.0714285714,389000,3.0,110.0
397000.0,399000,3.0,177.0
561397.9530791789,449500,3.0,122.0
561397.9530791789,598000,2.0,132.0
316207.01754385966,445000,3.0,121.0
293954.6041666667,239000,1.0,75.0
336947.5833333333,285000,2.0,91.0
223403.007518797,165000,2.0,82.0
243994.48780487804,269000,2.0,93.0
266431.0714285714,249000,2.0,126.0
223947.6820083682,269000,3.0,96.0
295375.7631578947,142000,1.0,55.0
266431.0714285714,152000,1.0,47.0
223403.007518797,169000,1.0,52.0
223403.007518797,182000,2.0,86.0
316207.01754385966,219000,2.0,85.0
373799.21875,230000,1.0,80.0
278905.9829059829,239000,2.0,66.0
298001.2303030303,239000,2.0,100.0
383317.22033898305,249000,2.0,102.0
270857.14285714284,265000,2.0,97.0
270857.14285714284,269000,2.0,97.0
295375.7631578947,277500,1.0,62.0
373799.21875,295000,1.0,80.0
383317.22033898305,299000,3.0,120.0
263391.8939393939,340000,2.0,91.0
373000.0,449000,3.0,120.0
329990.6976744186,495000,3.0,152.0
278645.376344086,259000,2.0,90.0
278645.376344086,259000,2.0,91.0
278645.376344086,275000,2.0,97.0
278645.376344086,275000,2.0,97.0
210933.33333333334,245500,2.0,87.0
298001.2303030303,255000,1.0,85.0
298001.2303030303,255000,1.0,86.0
298001.2303030303,345000,1.0,116.0
298001.2303030303,360000,2.0,135.0
298001.2303030303,382688,2.0,147.0
298001.2303030303,395000,2.0,135.0
298001.2303030303,399000,2.0,120.0
298001.2303030303,499000,2.0,153.0
298001.2303030303,499000,2.0,143.0
298001.2303030303,560000,2.0,140.0
322179.38181818184,163500,1.0,55.0
223947.6820083682,173000,2.0,85.0
223947.6820083682,187000,2.0,75.0
373799.21875,189000,1.0,70.0
223947.6820083682,189000,2.0,70.0
292334.375,189000,2.0,84.0
561397.9530791789,214500,1.0,56.0
314625.22388059704,215000,1.0,75.0
561397.9530791789,239500,1.0,50.0
278946.0487804878,260000,2.0,76.0
336947.5833333333,269500,2.0,95.0
316207.01754385966,270000,2.0,84.0
223947.6820083682,275000,2.0,100.0
287168.75,295000,2.0,114.0
373799.21875,375000,3.0,118.0
210000.0,125000,1.0,54.0
223403.007518797,159000,1.0,75.0
223403.007518797,225000,3.0,100.0
314625.22388059704,239000,1.0,55.0
561397.9530791789,245000,1.0,43.0
278905.9829059829,245000,3.0,113.0
316207.01754385966,249000,1.0,65.0
561397.9530791789,269000,1.0,51.0
357299.04132231406,275000,2.0,62.0
253489.47368421053,289000,2.0,105.0
263391.8939393939,293000,2.0,97.0
379000.0,299000,2.0,86.0
561397.9530791789,315000,1.0,63.0
242500.0,210000,2.0,86.0
373799.21875,225000,1.0,72.0
225290.9836065574,249000,1.0,110.0
357299.04132231406,380000,2.0,116.0
373799.21875,385000,2.0,120.0
309992.13333333336,321752,2.0,99.0
328045.8333333333,375000,2.0,93.0
357299.04132231406,360000,2.0,83.0
561397.9530791789,486500,3.0,97.0
383317.22033898305,595000,2.0,130.0
322179.38181818184,442418,2.0,100.0
266615.53623188403,209000,1.0,65.0
295375.7631578947,230000,1.0,56.0
309992.13333333336,259500,2.0,80.0
357299.04132231406,265000,3.0,126.0
298001.2291666667,325000,4.0,282.0
1194274.548856549,599000,2.0,64.0
1194274.548856549,675000,2.0,55.0
1194274.548856549,675000,2.0,70.0
1194274.548856549,699000,3.0,119.0
299697.0303030303,399500,3.0,151.0
373799.21875,424000,4.0,180.0
243642.85714285713,165000,1.0,70.0
223947.6820083682,170000,2.0,75.0
225290.9836065574,189500,2.0,85.0
223403.007518797,198000,2.0,91.0
298001.2303030303,199000,3.0,86.0
278645.376344086,199000,2.0,71.0
383317.22033898305,210000,2.0,70.0
322179.38181818184,229000,2.0,100.0
220160.29411764705,235000,2.0,75.0
266431.0714285714,245000,2.0,123.0
293590.9090909091,255000,3.0,100.0
263391.8939393939,265000,3.0,125.0
263391.8939393939,269000,3.0,125.0
266615.53623188403,280000,2.0,124.0
329990.6976744186,295000,2.0,95.0
561397.9530791789,349000,2.0,102.0
373799.21875,424000,4.0,183.0
319814.86419753084,119000,1.0,44.0
230405.15217391305,155000,2.0,87.0
450558.2916666667,159000,1.0,87.0
319814.86419753084,160000,1.0,44.0
233000.0,184000,2.0,128.0
222692.85714285713,194500,1.0,80.0
312892.24,210000,3.0,84.0
251988.8108108108,239000,2.0,98.0
365857.59493670886,265000,2.0,95.0
254307.88888888888,275000,2.0,112.0
349771.73913043475,298000,2.0,95.0
312892.24,299000,2.0,115.0
301882.5,265000,2.0,101.0
331151.26666666666,430990,2.0,116.0
353109.0909090909,455000,2.0,106.0
1194274.548856549,595000,2.0,85.0
312892.24,375000,2.0,125.0
312806.73333333334,550000,2.0,142.0
290221.22222222225,269000,2.0,90.0
312806.73333333334,115000,1.0,42.0
312892.24,154000,2.0,54.0
319814.86419753084,159000,1.0,46.0
187000.0,165000,3.0,135.0
255300.0,180000,2.0,50.0
182500.0,182500,2.0,86.0
312892.24,185000,1.0,50.0
312892.24,189000,2.0,85.0
340571.88679245283,199000,2.0,99.0
195756.94444444444,200000,2.0,75.0
195756.94444444444,205000,2.0,75.0
225290.9836065574,195000,2.0,76.0
223403.007518797,225000,2.0,78.0
262666.6666666667,359000,2.0,144.0
225290.9836065574,258000,3.0,90.0
263391.8939393939,199000,2.0,81.0
316207.01754385966,225000,2.0,96.0
263391.8939393939,278000,2.0,85.0
312892.24,315000,2.0,72.0
319814.86419753084,110000,1.0,30.0
